Average Skill Number:,27.836108028116907,Job:,T
ID,NAME,SKILL NAMES, EDUCATION LEVEL, AGE, PHONE NUMBER
9815,Mckeighan Reda,Architecture;BSD;Ballet;Bass;Biology;C#;C++;Chinese;Component-level Repair;Esperanto;Git;Japanese;Java;Journalism;Korean;Linux;MatLab;Mathematics;Medicine;Military;Network Security;Objective C;PR;Police;Portuguese;Reading;Server Maintenance;Soldering;Spanish;Speaking;Translation;Unix;Violin;iOS,Doctorate,22,919633603
9898,Dipalma,Architecture;BSD;Ballet;Bash;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Drums;English;Esperanto;Git;Graphical Design;Java;Korean;MIPS Assembly;Medicine;Military;Objective C;Octave;Plumbing;Python;Reading;Soldering;Spanish;Speaking;Unix;Violin;Windows;Writing;iOS,Doctorate,23,070976090
10249,Griselia Mash Armagost Birdie,BSD;Ballet;Bash;Bass;Biology;Biotechnology;C;C#;Chinese;Drums;English;Git;Graphical Design;Guitar;Java;MIPS Assembly;MatLab;Mathematics;Military;Network Security;Objective C;Orchestra;PR;Police;Portuguese;Python;Reading;Soldering;Spanish;Speaking;Unix;Windows;Writing;iOS,Doctorate,20,740335655
10397,Martim,BSD;Bash;Bass;Biology;Biotechnology;C;Chinese;Component-level Repair;Drums;English;Git;Graphical Design;Guitar;Java;Korean;Linux;Lua;MIPS Assembly;MatLab;Medicine;Military;Network Security;Octave;Orchestra;PR;Plumbing;Police;Portuguese;Python;Soldering;Spanish;Translation;Windows;iOS,Doctorate,22,609285769
10466,Kari Jennell Kari,Architecture;Ballet;Bash;Bass;Biology;C;C#;Chinese;Component-level Repair;English;Esperanto;Java;Journalism;Korean;Lua;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Network Security;Octave;Plumbing;Police;Portuguese;Python;Reading;Soldering;Spanish;Speaking;Translation;Violin;Writing;iOS,Doctorate,21,932630915
10734,Duplantis,BSD;Ballet;Bass;Biology;C;C#;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Graphical Design;Guitar;Java;MIPS Assembly;MatLab;Mathematics;Military;Octave;Orchestra;PR;Portuguese;Python;Reading;Server Maintenance;Soldering;Spanish;Speaking;Translation;Unix;Violin;Windows;Writing,Doctorate,22,735114660
12861,Eccles Birdie,Architecture;BSD;Ballet;Bash;Bass;Biotechnology;C;C#;C++;Chinese;Component-level Repair;Drums;English;Git;Graphical Design;Guitar;Java;Journalism;Korean;Linux;Lua;MIPS Assembly;Mathematics;Network Security;Objective C;Octave;Orchestra;Police;Reading;Server Maintenance;Spanish;Violin;Writing;iOS,Doctorate,25,233422992
14143,Shank Boris,Architecture;BSD;Ballet;Bass;Chinese;English;Esperanto;Git;Graphical Design;Guitar;Japanese;Java;Korean;Lua;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Objective C;Octave;Orchestra;PR;Plumbing;Police;Portuguese;Python;Reading;Server Maintenance;Soldering;Speaking;Violin;Windows;Writing,Doctorate,21,692358714
14734,Jennell Deidre Margy Francesca,Architecture;BSD;Ballet;Bash;Bass;Biology;Biotechnology;C;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Graphical Design;Guitar;Java;Journalism;Linux;MIPS Assembly;Mathematics;Medicine;Military;Network Security;Orchestra;Police;Python;Reading;Translation;Unix;Violin;Windows;Writing;iOS,Doctorate,22,582259555
16547,Matos Butz Joao Arnette,Architecture;Bash;Bass;Biology;C;C#;C++;Chinese;English;Esperanto;Git;Guitar;Japanese;Java;Journalism;Korean;Linux;Lua;MIPS Assembly;Mathematics;Medicine;Military;Objective C;Octave;Plumbing;Portuguese;Python;Reading;Server Maintenance;Soldering;Speaking;Translation;Violin;iOS,Doctorate,22,590146513
16821,Ngoc,Architecture;BSD;Bash;Bass;Biology;Biotechnology;C#;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Guitar;Java;Journalism;Linux;MatLab;Mathematics;Medicine;Objective C;Plumbing;Police;Portuguese;Python;Server Maintenance;Soldering;Spanish;Speaking;Translation;Unix;Violin;Writing,Doctorate,25,235503440
18529,Wolski Sherlene Francesca Simon,Architecture;BSD;Bash;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Graphical Design;Guitar;Java;Journalism;Korean;Linux;Mathematics;Military;Network Security;Octave;Orchestra;PR;Plumbing;Police;Reading;Server Maintenance;Translation;Violin;Writing;iOS,Doctorate,22,443508583
19817,Shaunte Margy Simon,Ballet;Bash;Bass;C;Chinese;Component-level Repair;English;Esperanto;Graphical Design;Guitar;Japanese;Java;Journalism;Linux;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Network Security;Octave;PR;Plumbing;Police;Portuguese;Python;Reading;Server Maintenance;Soldering;Spanish;Speaking;Violin;Windows;Writing,Doctorate,21,190986820
20106,Margy Domingo Jacox Degen,Architecture;Ballet;Bash;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;English;Esperanto;Graphical Design;Guitar;Japanese;Java;Journalism;Korean;Lua;MIPS Assembly;Mathematics;Medicine;Octave;Orchestra;PR;Plumbing;Police;Python;Server Maintenance;Translation;Unix;Violin;iOS,Doctorate,25,428260411
20326,Tegan Reda Jorge Luis,Architecture;BSD;Bash;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;English;Esperanto;Git;Graphical Design;Guitar;Java;MIPS Assembly;Mathematics;Medicine;Military;Network Security;Objective C;Octave;Orchestra;PR;Police;Python;Server Maintenance;Soldering;Unix;Violin;Windows;Writing,Doctorate,26,776314667
20565,Butz Loux Erick Mabon,Architecture;BSD;Ballet;Bash;Bass;Biology;Biotechnology;C;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Japanese;Java;Journalism;Korean;MatLab;Military;Network Security;Objective C;Octave;Orchestra;Plumbing;Python;Soldering;Spanish;Translation;Unix;Violin;Writing;iOS,Doctorate,22,742663479
20609,Whitney Sowards,BSD;Ballet;Bash;Bass;Biology;Biotechnology;C#;C++;Chinese;Component-level Repair;Esperanto;Git;Guitar;Japanese;Java;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Network Security;Objective C;Orchestra;PR;Plumbing;Portuguese;Python;Soldering;Spanish;Speaking;Windows;Writing,Doctorate,25,577802610
20791,Margy,BSD;Bash;Bass;C;C#;C++;Chinese;Component-level Repair;English;Esperanto;Git;Graphical Design;Guitar;Java;Journalism;Korean;Linux;MIPS Assembly;MatLab;Network Security;Objective C;Octave;Orchestra;PR;Plumbing;Python;Reading;Server Maintenance;Speaking;Translation;Unix;Violin;Windows;Writing,Doctorate,19,839705997
20880,Loux Folson Birdie,Architecture;BSD;Ballet;Bash;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;Drums;Esperanto;Git;Guitar;Japanese;Java;Journalism;Linux;MatLab;Medicine;Military;Objective C;Octave;Orchestra;PR;Server Maintenance;Soldering;Spanish;Speaking;Translation;Unix;iOS,Doctorate,22,237322129
23425,Eccles Mabon Luis,Architecture;BSD;Ballet;Bash;Bass;Biology;Biotechnology;C#;C++;Chinese;Component-level Repair;Drums;Git;Guitar;Japanese;Java;Journalism;Korean;Linux;Lua;MIPS Assembly;Medicine;Military;Network Security;Objective C;PR;Plumbing;Police;Reading;Server Maintenance;Speaking;Unix;Violin;Writing,Doctorate,26,552788450
25161,Deidre Armagost Jose Threet,Architecture;BSD;Bash;Bass;Biotechnology;C#;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Graphical Design;Guitar;Java;Lua;MIPS Assembly;Mathematics;Medicine;Military;Network Security;Octave;PR;Plumbing;Portuguese;Python;Reading;Server Maintenance;Spanish;Translation;Unix;Violin;Writing;iOS,Doctorate,22,692129008
26805,Shaunte Domingo Derek Mckeighan,Architecture;BSD;Ballet;Bash;Bass;Biology;Biotechnology;C#;Chinese;Component-level Repair;Git;Graphical Design;Japanese;Java;Journalism;Korean;Lua;MIPS Assembly;MatLab;Military;Network Security;Octave;Orchestra;Plumbing;Police;Portuguese;Reading;Server Maintenance;Spanish;Speaking;Translation;Unix;Violin;Writing,Doctorate,21,908205198
27465,Kerney Matos,Architecture;BSD;Ballet;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Graphical Design;Guitar;Japanese;Java;Journalism;Korean;MIPS Assembly;Network Security;Objective C;Octave;Orchestra;PR;Plumbing;Portuguese;Python;Reading;Server Maintenance;Spanish;Translation;Writing,Doctorate,24,550106198
27608,Wolski Loux,Architecture;Ballet;Bash;Bass;Biology;Biotechnology;C;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Guitar;Java;Linux;Lua;Mathematics;Military;Network Security;Octave;Orchestra;PR;Portuguese;Python;Server Maintenance;Soldering;Spanish;Speaking;Translation;Unix;Violin;Windows,Doctorate,25,673399659
27787,Erick Ammerman Luis Mafalda,Architecture;BSD;Bash;Bass;Biology;Biotechnology;C#;C++;Chinese;Component-level Repair;English;Guitar;Japanese;Java;Journalism;Korean;Lua;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Octave;Plumbing;Portuguese;Python;Reading;Server Maintenance;Spanish;Speaking;Translation;Unix;Violin;iOS,Doctorate,22,675611099
29784,Simon,Architecture;BSD;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Drums;Esperanto;Git;Graphical Design;Japanese;Java;Journalism;Korean;Linux;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Octave;PR;Portuguese;Python;Server Maintenance;Soldering;Speaking;Translation;Windows;Writing;iOS,Doctorate,26,092406062
30084,Risch,Architecture;BSD;Ballet;Bash;Bass;Biotechnology;C#;C++;Chinese;Drums;English;Esperanto;Git;Graphical Design;Guitar;Japanese;Java;Journalism;Korean;Linux;Lua;MIPS Assembly;Medicine;Objective C;Octave;Orchestra;Plumbing;Police;Portuguese;Python;Spanish;Unix;Violin;iOS,Doctorate,23,872203225
30736,Degen Ammerman Lettie,Architecture;BSD;Ballet;Bass;Biology;C;C#;C++;Chinese;Drums;English;Esperanto;Guitar;Java;Korean;Lua;MIPS Assembly;Mathematics;Medicine;Network Security;Objective C;Octave;Orchestra;PR;Plumbing;Police;Python;Server Maintenance;Soldering;Spanish;Speaking;Translation;Violin;Windows,Doctorate,26,084821579
31464,Rui Degen Martim Sage,Architecture;Ballet;Bash;Bass;Biology;Biotechnology;C;C#;Chinese;Component-level Repair;Drums;English;Git;Graphical Design;Guitar;Java;Journalism;Lua;MatLab;Mathematics;Military;Objective C;Octave;Orchestra;PR;Portuguese;Python;Reading;Server Maintenance;Soldering;Speaking;Translation;Windows;iOS,Doctorate,22,050276831
33519,Alexandre,Architecture;BSD;Ballet;Bash;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;English;Esperanto;Guitar;Java;Journalism;Korean;Lua;MatLab;Medicine;Military;Network Security;Plumbing;Police;Portuguese;Python;Reading;Server Maintenance;Soldering;Violin;Windows;Writing;iOS,Doctorate,25,815291420
33871,Risch,Architecture;BSD;Ballet;Bash;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;English;Esperanto;Git;Graphical Design;Java;Journalism;Korean;Linux;Mathematics;Medicine;Military;Network Security;Orchestra;Plumbing;Police;Soldering;Spanish;Speaking;Translation;Violin;Windows;Writing,Doctorate,22,448593717
34244,Tiara,Architecture;BSD;Ballet;Bash;Bass;Biology;Biotechnology;C;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Java;Journalism;Korean;Linux;Lua;Mathematics;Military;Network Security;Octave;Orchestra;PR;Plumbing;Police;Portuguese;Reading;Soldering;Spanish;Speaking;Windows;Writing,Doctorate,23,696806080
36366,Rone Deidre,BSD;Ballet;Bash;Bass;Biology;C;C#;C++;Chinese;Component-level Repair;Esperanto;Git;Graphical Design;Guitar;Japanese;Java;Journalism;Linux;MatLab;Military;Network Security;Octave;Orchestra;Plumbing;Police;Portuguese;Python;Server Maintenance;Soldering;Spanish;Translation;Unix;Violin;Writing,Doctorate,24,118935884
36526,Joao Jorge,Architecture;BSD;Bash;Bass;Biotechnology;C;C#;Chinese;Component-level Repair;Drums;Git;Graphical Design;Guitar;Java;Journalism;Linux;Lua;MIPS Assembly;Mathematics;Medicine;Military;Network Security;Orchestra;PR;Plumbing;Police;Portuguese;Python;Reading;Soldering;Speaking;Unix;Violin;iOS,Doctorate,27,369341110
36736,Luis Erick,BSD;Ballet;Bash;Bass;C#;Chinese;Component-level Repair;Drums;Esperanto;Git;Guitar;Japanese;Java;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Medicine;Network Security;Objective C;Orchestra;Plumbing;Portuguese;Python;Server Maintenance;Soldering;Spanish;Speaking;Translation;Unix;Violin;Windows;iOS,Doctorate,20,736419428
37022,Driver Rone,Architecture;Ballet;Bass;Biology;C;C#;C++;Chinese;Component-level Repair;English;Git;Guitar;Java;Journalism;Korean;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Military;Network Security;Objective C;Octave;Orchestra;Plumbing;Portuguese;Reading;Spanish;Speaking;Translation;Unix;Violin;Writing,Doctorate,21,665687555
37217,Erick Kellie Sherlene Dung,Architecture;Bash;Bass;Biology;Biotechnology;C;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Graphical Design;Guitar;Java;Journalism;MatLab;Medicine;Military;Network Security;Objective C;Orchestra;PR;Plumbing;Police;Portuguese;Reading;Server Maintenance;Translation;Unix;Violin;Windows;iOS,Doctorate,19,425341753
37467,Mash,Architecture;BSD;Ballet;Bash;Bass;Biology;C#;C++;Chinese;Component-level Repair;Drums;Esperanto;Git;Graphical Design;Guitar;Java;Journalism;Korean;Linux;Lua;MIPS Assembly;Mathematics;Military;Objective C;PR;Police;Portuguese;Python;Speaking;Unix;Violin;Windows;Writing;iOS,Doctorate,24,626239740
38137,Matos Joao,Architecture;BSD;Bash;Bass;Biology;C#;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Graphical Design;Guitar;Japanese;Java;Linux;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Objective C;Plumbing;Python;Reading;Server Maintenance;Soldering;Spanish;Unix;Violin;Windows;Writing,Doctorate,21,208194462
38281,Boris Matos Arnette,BSD;Ballet;Bash;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;English;Git;Guitar;Java;Journalism;Korean;Lua;MatLab;Medicine;Military;Objective C;Orchestra;PR;Plumbing;Police;Python;Reading;Server Maintenance;Speaking;Translation;Violin;Windows;iOS,Doctorate,23,703182434
39391,Simon Kerney Sage,Architecture;BSD;Ballet;Bash;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;Esperanto;Graphical Design;Guitar;Japanese;Java;Journalism;Korean;Linux;MIPS Assembly;MatLab;Military;Network Security;PR;Plumbing;Police;Reading;Soldering;Spanish;Speaking;Unix;Windows;Writing,Doctorate,21,641270469
40198,Erick Matos Margy Ngoc,Architecture;Bass;Biology;Biotechnology;C;C++;Chinese;Component-level Repair;English;Esperanto;Git;Graphical Design;Guitar;Japanese;Java;Journalism;Linux;Lua;MIPS Assembly;Objective C;Octave;Orchestra;PR;Plumbing;Police;Portuguese;Python;Reading;Server Maintenance;Soldering;Speaking;Unix;Violin;Writing,Doctorate,25,459397600
40392,Tegan Reda,Architecture;Ballet;Bash;Bass;Biotechnology;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Graphical Design;Guitar;Java;Journalism;Korean;Linux;Lua;MIPS Assembly;Mathematics;Military;Network Security;Octave;Orchestra;PR;Portuguese;Reading;Server Maintenance;Spanish;Speaking;Translation;Unix;Writing;iOS,Doctorate,26,904306678
40428,Threet,BSD;Ballet;Bash;Bass;Biology;C;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Graphical Design;Japanese;Java;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Octave;PR;Plumbing;Police;Python;Spanish;Speaking;Translation;Violin;Windows;Writing;iOS,Doctorate,24,465095904
41624,Aronson Aronson Jacox,Architecture;BSD;Bash;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;Drums;Git;Japanese;Java;Journalism;Korean;Linux;MIPS Assembly;MatLab;Military;Objective C;Octave;PR;Police;Reading;Soldering;Spanish;Speaking;Translation;Unix;Windows;Writing;iOS,Doctorate,26,287861719
41963,Kathie Kari Loux Sleeper,BSD;Ballet;Bash;Bass;Biology;Chinese;Component-level Repair;Drums;Git;Graphical Design;Guitar;Java;Journalism;Korean;Linux;Lua;MatLab;Mathematics;Medicine;Octave;Orchestra;PR;Plumbing;Police;Portuguese;Python;Reading;Soldering;Speaking;Translation;Violin;Windows;Writing;iOS,Doctorate,20,663588319
43335,Kari,Architecture;BSD;Bash;Bass;Biotechnology;C;C#;Chinese;Component-level Repair;Drums;English;Esperanto;Graphical Design;Japanese;Java;Journalism;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Medicine;Network Security;Objective C;Octave;Orchestra;PR;Python;Reading;Translation;Violin;Windows;Writing;iOS,Doctorate,25,949169517
43959,Sowards Whitney Shaunte Joao,Architecture;BSD;Ballet;Bash;Bass;C#;C++;Chinese;English;Esperanto;Git;Graphical Design;Java;Korean;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Orchestra;PR;Plumbing;Police;Portuguese;Python;Reading;Server Maintenance;Translation;Unix;Windows;Writing;iOS,Doctorate,26,304648561
44436,Tegan,Architecture;BSD;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Drums;Esperanto;Graphical Design;Guitar;Japanese;Java;Journalism;Korean;MatLab;Medicine;Military;Network Security;Octave;PR;Plumbing;Police;Portuguese;Server Maintenance;Soldering;Spanish;Translation;Unix;Violin;Windows;iOS,Doctorate,26,885118913
44518,Ezell,Architecture;BSD;Bash;Bass;C;C#;C++;Chinese;Component-level Repair;English;Esperanto;Graphical Design;Guitar;Java;Journalism;Korean;Lua;Mathematics;Network Security;Objective C;Octave;Orchestra;PR;Police;Portuguese;Python;Reading;Server Maintenance;Soldering;Speaking;Violin;Windows;Writing;iOS,Doctorate,21,278501841
44805,Luis Evalyn Kari,Architecture;BSD;Ballet;Bass;Biotechnology;C#;C++;Chinese;Component-level Repair;Drums;English;Graphical Design;Guitar;Japanese;Java;Korean;Linux;Lua;MIPS Assembly;MatLab;Medicine;Military;Network Security;Objective C;PR;Police;Portuguese;Python;Reading;Soldering;Translation;Unix;Writing;iOS,Doctorate,24,404660564
45108,Afonso,Architecture;BSD;Ballet;Bash;Bass;Biotechnology;C#;C++;Chinese;Component-level Repair;Drums;Esperanto;Git;Graphical Design;Guitar;Java;Korean;Linux;Lua;MatLab;Medicine;Military;Network Security;Octave;Plumbing;Police;Portuguese;Python;Server Maintenance;Spanish;Speaking;Unix;Writing;iOS,Doctorate,24,992890425
45182,Birdie Tegan Mafalda Kathie,Bash;Bass;Biotechnology;C#;C++;Chinese;Drums;English;Esperanto;Git;Graphical Design;Guitar;Japanese;Java;Journalism;Korean;Linux;MIPS Assembly;Mathematics;Medicine;Military;Octave;Orchestra;Police;Python;Reading;Server Maintenance;Soldering;Translation;Unix;Violin;Windows;Writing;iOS,Doctorate,25,584510518
46091,Wolski Aronson,Architecture;BSD;Ballet;Bash;Bass;Biotechnology;C;C#;C++;Chinese;Drums;English;Git;Graphical Design;Japanese;Java;Linux;MIPS Assembly;Medicine;Military;Network Security;Objective C;Orchestra;PR;Plumbing;Police;Portuguese;Reading;Soldering;Spanish;Speaking;Unix;Windows;Writing,Doctorate,21,255046821
46587,Eccles Arnette,Architecture;Ballet;Bass;Biology;Biotechnology;C;C++;Chinese;English;Git;Graphical Design;Japanese;Java;Korean;Linux;MIPS Assembly;Medicine;Military;Network Security;Objective C;Octave;Orchestra;Police;Portuguese;Python;Reading;Server Maintenance;Soldering;Spanish;Unix;Violin;Windows;Writing;iOS,Doctorate,22,330795492
47192,Afonso Jose,BSD;Bass;Biology;Biotechnology;C;C#;Chinese;English;Esperanto;Git;Guitar;Japanese;Java;Linux;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Objective C;Octave;Orchestra;PR;Police;Portuguese;Python;Server Maintenance;Soldering;Speaking;Translation;Unix;Windows;Writing;iOS,Doctorate,21,992426481
47375,An,Architecture;Bash;Bass;Biology;Biotechnology;C#;C++;Chinese;Drums;English;Esperanto;Graphical Design;Guitar;Japanese;Java;Journalism;MatLab;Mathematics;Military;Network Security;Objective C;Octave;Orchestra;Police;Python;Reading;Spanish;Speaking;Translation;Unix;Violin;Windows;Writing;iOS,Doctorate,26,515330241
50708,Tegan Jennell Kendra,BSD;Ballet;Bass;C;C#;C++;Chinese;Component-level Repair;Drums;English;Git;Graphical Design;Guitar;Japanese;Java;Journalism;Korean;Linux;Lua;MIPS Assembly;MatLab;Medicine;Military;Network Security;Octave;Orchestra;Plumbing;Police;Reading;Server Maintenance;Soldering;Spanish;Translation;Violin,Doctorate,26,681763628
51737,Renee Degen,BSD;Ballet;Bass;Biology;Biotechnology;C;C++;Chinese;Drums;Git;Graphical Design;Guitar;Japanese;Java;Journalism;Korean;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Medicine;Network Security;Objective C;Octave;PR;Plumbing;Portuguese;Python;Reading;Server Maintenance;Spanish;Unix;Windows,Doctorate,24,393631138
51856,Kathie Eccles Mckeighan,Architecture;Ballet;Bass;Biology;Biotechnology;C;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Java;Linux;Lua;MatLab;Mathematics;Medicine;Network Security;Objective C;Octave;Orchestra;Police;Reading;Server Maintenance;Soldering;Spanish;Speaking;Translation;Unix;Windows;Writing;iOS,Doctorate,26,606731679
52701,An Dipalma Risch,BSD;Ballet;Bash;Bass;C;C#;C++;Chinese;Component-level Repair;English;Esperanto;Git;Graphical Design;Guitar;Japanese;Java;Journalism;Korean;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Orchestra;PR;Police;Python;Reading;Soldering;Spanish;Speaking;Violin;Windows;iOS,Doctorate,23,755416903
52722,Mafalda Dipalma,BSD;Bass;Biology;C#;Chinese;Component-level Repair;Drums;English;Esperanto;Graphical Design;Guitar;Java;Journalism;Korean;Lua;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Network Security;Objective C;Orchestra;Plumbing;Police;Portuguese;Python;Reading;Speaking;Translation;Unix;Violin;Windows;iOS,Doctorate,22,954117414
52912,Threet Buss Martim Mash,Architecture;Ballet;Bash;Bass;C;C++;Chinese;Component-level Repair;Drums;English;Git;Guitar;Japanese;Java;Korean;Linux;Lua;MatLab;Mathematics;Military;Network Security;Objective C;Octave;Orchestra;PR;Plumbing;Police;Reading;Server Maintenance;Soldering;Speaking;Unix;Writing;iOS,Doctorate,22,002229735
