Average Skill Number:,29.81349693251534,Job:,Chinese-English Translator
ID,NAME,SKILL NAMES, EDUCATION LEVEL, AGE, PHONE NUMBER
72871,Towsend Kendra Sage Derek,Bash;Bass;Biotechnology;C;C#;Chinese;Component-level Repair;Drums;English;Esperanto;Graphical Design;Guitar;Japanese;Java;Linux;Lua;MIPS Assembly;Mathematics;Medicine;Military;Network Security;Octave;Plumbing;Police;Portuguese;Reading;Server Maintenance;Soldering;Spanish;Translation;Unix;Violin;Windows;Writing,Doctorate,24,166207620
73768,Mash Loux Francesca Tegan,Architecture;Ballet;Bash;Bass;Biology;C;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Graphical Design;Guitar;Java;Linux;Lua;MIPS Assembly;Mathematics;Military;Orchestra;Police;Portuguese;Python;Reading;Spanish;Speaking;Translation;Unix;Violin;Windows;Writing;iOS,Doctorate,24,283898973
74534,Griselia Margherita Dipalma,Architecture;BSD;Ballet;Bash;Biology;Biotechnology;C;C++;Chinese;Component-level Repair;English;Esperanto;Git;Guitar;Journalism;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Military;Network Security;Objective C;Orchestra;Plumbing;Police;Portuguese;Python;Reading;Server Maintenance;Spanish;Speaking;Translation;Unix,Doctorate,25,290589345
76867,Francesca Driver Jose Renee,Architecture;BSD;Biotechnology;C#;C++;Chinese;Component-level Repair;Drums;English;Git;Japanese;Java;Journalism;Korean;Lua;MIPS Assembly;Mathematics;Medicine;Military;Network Security;Objective C;Octave;PR;Police;Portuguese;Reading;Server Maintenance;Spanish;Translation;Unix;Violin;Windows;Writing;iOS,Doctorate,23,887955219
78570,Mckeighan Aronson Folson Neeld,Ballet;Bass;Biology;C;Chinese;English;Esperanto;Git;Graphical Design;Japanese;Java;Korean;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Network Security;Objective C;Octave;Orchestra;Police;Portuguese;Python;Reading;Server Maintenance;Spanish;Translation;Unix;Violin;Windows;iOS,Doctorate,21,511737770
81607,Arnette Loux Aletha Shaunte,Architecture;Bash;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;English;Esperanto;Git;Guitar;Japanese;Korean;Lua;Medicine;Military;Objective C;Octave;Orchestra;PR;Police;Portuguese;Python;Reading;Soldering;Spanish;Speaking;Translation;Violin;Windows;Writing;iOS,Doctorate,21,883803596
82422,Erick,BSD;Ballet;Bass;Biology;C#;Chinese;Component-level Repair;Drums;English;Git;Graphical Design;Guitar;Japanese;Java;Korean;Lua;MIPS Assembly;MatLab;Mathematics;Military;Objective C;Orchestra;Police;Portuguese;Python;Reading;Server Maintenance;Soldering;Spanish;Speaking;Translation;Violin;Writing;iOS,Doctorate,22,136150859
91108,Sherlene Mabon Mafalda,Architecture;BSD;Ballet;Bash;Bass;Biology;Biotechnology;Chinese;Drums;English;Git;Japanese;Journalism;Korean;Linux;Lua;MIPS Assembly;Military;Network Security;Objective C;Plumbing;Police;Portuguese;Reading;Server Maintenance;Soldering;Spanish;Speaking;Translation;Unix;Violin;Windows;Writing;iOS,Doctorate,19,680672953
93230,Degen Francesca,Ballet;Bash;Bass;Biology;Biotechnology;C;C#;Chinese;Component-level Repair;Drums;English;Git;Graphical Design;Japanese;Java;Journalism;Korean;Lua;MatLab;Mathematics;Network Security;Objective C;Octave;PR;Plumbing;Police;Portuguese;Spanish;Speaking;Translation;Violin;Windows;Writing;iOS,Doctorate,25,454263764
94057,An Derek,Architecture;BSD;Bass;Biology;Biotechnology;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Guitar;Japanese;Journalism;Korean;Linux;MIPS Assembly;Mathematics;Network Security;Objective C;Orchestra;PR;Plumbing;Police;Portuguese;Python;Reading;Soldering;Spanish;Translation;Unix;Violin;Windows;Writing,Doctorate,25,231860719
95228,Ngoc,Bass;Biology;C;C#;C++;Chinese;Component-level Repair;Drums;English;Git;Graphical Design;Japanese;Java;Journalism;Korean;Linux;MIPS Assembly;MatLab;Mathematics;Military;Network Security;Objective C;Orchestra;Plumbing;Police;Portuguese;Python;Spanish;Speaking;Translation;Unix;Violin;Writing;iOS,Doctorate,26,304564921
97373,An,Architecture;BSD;Bash;C;C#;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Graphical Design;Java;Journalism;Korean;Linux;MIPS Assembly;MatLab;Mathematics;Military;Objective C;Octave;PR;Plumbing;Portuguese;Reading;Server Maintenance;Soldering;Spanish;Translation;Unix;Violin;Writing,Doctorate,23,646606049
1853,Sleeper,Architecture;Bash;Bass;Biology;Biotechnology;C;C#;Chinese;Drums;English;Esperanto;Guitar;Java;Journalism;Linux;Lua;MIPS Assembly;Medicine;Military;Network Security;Objective C;Octave;Orchestra;Plumbing;Portuguese;Reading;Server Maintenance;Spanish;Translation;Unix;Violin;Windows;Writing;iOS,Master's Degree,23,263046833
4090,Dung Mash Mafalda Margherita,Architecture;BSD;Ballet;Biotechnology;C;C#;C++;Chinese;Component-level Repair;English;Esperanto;Git;Guitar;Java;Linux;Lua;MIPS Assembly;Medicine;Military;Network Security;Objective C;Octave;Orchestra;PR;Police;Portuguese;Python;Server Maintenance;Spanish;Speaking;Translation;Violin;Windows;iOS,Master's Degree,20,655397161
4523,Evalyn Threet Shaunte,Ballet;Bash;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;English;Esperanto;Git;Graphical Design;Guitar;Java;Korean;MIPS Assembly;MatLab;Medicine;Objective C;Octave;Orchestra;PR;Plumbing;Police;Portuguese;Server Maintenance;Soldering;Spanish;Speaking;Translation;Unix;Windows,Master's Degree,27,025707061
5202,Sapien Rone Duplantis Kendra,BSD;Ballet;Bash;Bass;C#;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Graphical Design;Guitar;Japanese;Java;Journalism;Linux;Lua;Mathematics;Medicine;Military;Network Security;Octave;Plumbing;Police;Portuguese;Reading;Spanish;Speaking;Translation;Unix;Windows;iOS,Master's Degree,20,255124265
5723,Domingo Sage Loux,BSD;Ballet;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Drums;English;Esperanto;Git;Graphical Design;Guitar;Java;Journalism;Linux;MIPS Assembly;Mathematics;Medicine;Objective C;Octave;Orchestra;Police;Portuguese;Soldering;Spanish;Translation;Unix;Violin;Windows;Writing;iOS,Master's Degree,22,015132343
6431,Sowards,BSD;Ballet;Biology;Biotechnology;C;C#;Chinese;Component-level Repair;English;Git;Graphical Design;Japanese;Java;Journalism;Korean;Lua;MatLab;Mathematics;Military;Network Security;Objective C;Octave;Orchestra;Plumbing;Portuguese;Python;Server Maintenance;Soldering;Spanish;Translation;Violin;Windows;Writing;iOS,Master's Degree,22,459629153
6905,Threet,Architecture;BSD;Bass;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Graphical Design;Journalism;Korean;Linux;Mathematics;Objective C;Octave;Orchestra;Plumbing;Police;Portuguese;Python;Reading;Server Maintenance;Spanish;Speaking;Translation;Unix;Violin;iOS,Master's Degree,24,924667767
7279,Neeld Duplantis Ammerman,Architecture;BSD;Ballet;Bash;Biology;Biotechnology;C;C#;C++;Chinese;English;Esperanto;Graphical Design;Guitar;Japanese;Java;Journalism;Linux;MIPS Assembly;MatLab;Military;Network Security;Objective C;Orchestra;PR;Plumbing;Portuguese;Reading;Soldering;Spanish;Translation;Unix;Windows;Writing,Master's Degree,24,324906394
7952,Ammerman Luis,Architecture;BSD;Ballet;Bash;Biology;Biotechnology;Chinese;Component-level Repair;Drums;English;Git;Graphical Design;Guitar;Journalism;Korean;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Octave;Orchestra;Plumbing;Police;Portuguese;Python;Reading;Server Maintenance;Spanish;Translation;Unix;Windows;Writing;iOS,Master's Degree,22,931121040
8021,Tegan Domingo Luis Jorge,BSD;Ballet;Bash;Bass;Biotechnology;C;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Guitar;Japanese;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Network Security;Orchestra;Plumbing;Police;Portuguese;Python;Reading;Soldering;Spanish;Speaking;Translation;Windows,Master's Degree,19,579395156
8186,Derek Margy Aronson,Architecture;Ballet;Biotechnology;C;C#;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Guitar;Japanese;Java;Journalism;Korean;Linux;Lua;MIPS Assembly;Military;Network Security;Objective C;Octave;Orchestra;Police;Portuguese;Reading;Server Maintenance;Spanish;Speaking;Translation;Windows;iOS,Master's Degree,21,181477205
9713,Duplantis Rone,Architecture;BSD;Ballet;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;English;Esperanto;Git;Graphical Design;Guitar;Japanese;Korean;Lua;MIPS Assembly;Mathematics;Network Security;Octave;Orchestra;PR;Portuguese;Python;Reading;Server Maintenance;Soldering;Spanish;Speaking;Translation;Violin;Writing,Master's Degree,21,423203614
10101,Jorge Evalyn Boris Whitney,Architecture;Bass;Biology;Biotechnology;C#;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Graphical Design;Guitar;Japanese;Journalism;Korean;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Network Security;Objective C;Orchestra;PR;Portuguese;Python;Reading;Spanish;Speaking;Translation;Windows;Writing;iOS,Master's Degree,25,059587898
11417,Kendra Kellie Margherita Sowards,BSD;Bass;Biotechnology;C;C#;Chinese;Component-level Repair;Drums;English;Esperanto;Graphical Design;Japanese;Journalism;Korean;Lua;MIPS Assembly;Mathematics;Network Security;Objective C;Octave;Orchestra;PR;Plumbing;Police;Portuguese;Python;Server Maintenance;Spanish;Speaking;Translation;Unix;Violin;Windows;iOS,Master's Degree,23,643769488
15992,Kathie,Architecture;BSD;Ballet;Bash;Bass;C;C#;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Graphical Design;Guitar;Japanese;Java;Korean;Lua;MatLab;Medicine;Military;Octave;Orchestra;PR;Police;Portuguese;Reading;Soldering;Spanish;Speaking;Translation;iOS,Master's Degree,19,414814436
17016,Jorge Butz,Bash;Bass;Biology;C#;C++;Chinese;Drums;English;Esperanto;Git;Guitar;Japanese;Java;Journalism;MIPS Assembly;MatLab;Mathematics;Medicine;Military;Octave;Orchestra;PR;Police;Portuguese;Python;Reading;Server Maintenance;Spanish;Speaking;Translation;Violin;Windows;Writing;iOS,Master's Degree,22,627493267
17247,Mafalda Ammerman Matos Martim,BSD;Ballet;Bash;Bass;Biotechnology;C;C#;C++;Chinese;Drums;English;Esperanto;Git;Graphical Design;Guitar;Japanese;Java;Journalism;Linux;MIPS Assembly;Objective C;Octave;Orchestra;PR;Police;Portuguese;Python;Soldering;Spanish;Translation;Violin;Windows;Writing;iOS,Master's Degree,23,583467660
19347,Jacox Neeld Birdie,Architecture;BSD;Ballet;Bass;Biotechnology;C;C#;C++;Chinese;Drums;English;Esperanto;Git;Graphical Design;Guitar;Journalism;Korean;MatLab;Mathematics;Medicine;Military;Objective C;Octave;PR;Plumbing;Portuguese;Python;Server Maintenance;Spanish;Translation;Unix;Violin;Windows;iOS,Master's Degree,25,120252953
19629,Tegan,Architecture;BSD;Bash;Biology;Biotechnology;C;C#;C++;Chinese;Component-level Repair;English;Esperanto;Git;Graphical Design;Java;Journalism;Korean;Linux;Lua;MIPS Assembly;MatLab;Mathematics;Military;Octave;Orchestra;PR;Plumbing;Police;Portuguese;Python;Server Maintenance;Spanish;Translation;iOS,Master's Degree,22,671789162
21941,Deidre An Aletha Reda,BSD;Bass;Biology;C;C++;Chinese;Component-level Repair;English;Esperanto;Git;Java;Journalism;Korean;Lua;MIPS Assembly;MatLab;Medicine;Military;Network Security;Octave;Orchestra;PR;Plumbing;Police;Portuguese;Python;Reading;Server Maintenance;Spanish;Speaking;Translation;Windows;Writing;iOS,Master's Degree,23,738548366
22604,Boris Armagost,Architecture;Ballet;Bash;Bass;Biology;Biotechnology;C#;C++;Chinese;Component-level Repair;Drums;English;Esperanto;Git;Graphical Design;Japanese;Linux;Lua;MatLab;Medicine;Octave;Orchestra;PR;Plumbing;Police;Portuguese;Python;Server Maintenance;Soldering;Spanish;Translation;Windows;Writing;iOS,Master's Degree,22,764796345
22767,Kendra Butz,Architecture;Bash;Biology;Biotechnology;C;C#;Chinese;Component-level Repair;English;Esperanto;Git;Japanese;Java;Journalism;Korean;Linux;Lua;Mathematics;Medicine;Network Security;Orchestra;Plumbing;Police;Portuguese;Python;Reading;Server Maintenance;Soldering;Spanish;Translation;Violin;Windows;Writing;iOS,Master's Degree,21,578974443
