Average Skill Number:,8.747747747747749,Job:,T
ID,NAME,SKILL NAMES, EDUCATION LEVEL, AGE, PHONE NUMBER
98,Kleiner Sleeper Joao,Bash;Chinese;Component-level Repair;Japanese;MIPS Assembly;Server Maintenance;Speaking;Unix,None,21,790397744
878,Jacox,Chinese;Guitar;Japanese;Journalism;MIPS Assembly;Octave;Python;Server Maintenance,None,25,083770763
985,Derek Neeld Reda Wolski,Chinese;Military;Objective C;PR;Python;Reading;Spanish;Translation,None,24,926627545
54,Francesca Jose,Chinese;Java;Korean;Lua;Military;Network Security;Writing,Bachelor's Degree,19,182255287
691,Butz,Biotechnology;Chinese;Java;Mathematics;Orchestra;Server Maintenance;Windows,Bachelor's Degree,21,882621110
156,Ngoc Griselia,Architecture;Chinese;English;Journalism;Lua;Medicine;Plumbing,High School,24,955545326
432,Kari Margherita Buss Ezell,Biology;Chinese;Network Security;Orchestra;Police;Soldering;Violin,High School,21,329797145
79,Matos Sage,C++;Chinese;Component-level Repair;Graphical Design;Lua;PR;Soldering,None,22,325558616
109,Ammerman Driver Sleeper Dipalma,Chinese;English;Graphical Design;Lua;MIPS Assembly;Portuguese;Unix,None,26,571905130
466,An Towsend Mafalda Afonso,C;Chinese;Guitar;Mathematics;Plumbing;Police;Reading,None,21,466431250
598,Duplantis Mckeighan Driver,Chinese;English;MIPS Assembly;Network Security;Portuguese;Reading;Speaking,None,19,193859750
886,Domingo Rone Threet Dung,Bash;Biology;Chinese;Network Security;Server Maintenance;Unix,Doctorate,24,932709345
3,Rone,Chinese;Drums;Linux;Objective C;PR;Spanish,Bachelor's Degree,22,651421617
76,Margherita An,Ballet;Biotechnology;Chinese;Korean;Server Maintenance;Unix,Bachelor's Degree,22,514773311
806,Martim Afonso Griselia Alexandre,BSD;Biotechnology;Chinese;Drums;Orchestra;Soldering,High School,25,036470578
732,Whitney Dipalma Evalyn Kerney,Ballet;Bash;Chinese;Drums;Linux;Violin,Primary School,19,517732810
545,Joao Ngoc Kleiner Rone,Chinese;Drums;English;Orchestra;Reading;Writing,None,21,868104332
900,Dung Wolski Sage,Chinese;Drums;Mathematics;Server Maintenance;Translation,Doctorate,21,382410517
227,Aletha Kleiner Rone,Chinese;Java;Lua;PR;Windows,Master's Degree,19,129536895
712,Kerney,Bash;Chinese;Linux;Portuguese;Violin,Master's Degree,23,301486351
980,Kendra Dung Birdie,C#;Chinese;Esperanto;Mathematics;Unix,Master's Degree,19,842340139
427,Tiara Tegan Ezell,Bash;Chinese;Esperanto;Military,Doctorate,23,722129702
915,Neeld Renee Folson,Chinese;Journalism;Violin;iOS,Doctorate,25,612332087
835,Loux Ngoc Jose Risch,Chinese;Japanese;Spanish;Windows,Master's Degree,25,125289127
196,Kellie Erick Sherlene Driver,Chinese;Git;Java;PR,Bachelor's Degree,21,770141531
252,Threet Sapien Risch,Chinese;Orchestra;Spanish;Writing,High School,24,008730955
323,Neeld,Biology;Chinese;Korean;Octave,None,19,566334032
897,Reda Butz Reda,Chinese;PR;Plumbing;Violin,None,22,944453942
303,Kleiner Rui Ngoc Buss,Biotechnology;Chinese;Graphical Design,Doctorate,19,572142967
